HEAD;SUBHEAD;TEXT
Nur bedingte Kaufpreiserstattung bei Tickets;Kein Widerrufsrecht Seit Beginn des Jahres Rückerstattung ;"Gutschein statt Geld - damit wollte sich ein Käufer eines Konzerttickets nicht zufrieden geben. Nun entschied der EuGH: Der Verbraucher muss damit rechnen, dass er den Kaufvertrag nicht widerrufen kann. 
Wer übers Internet eine Veranstaltungskarte bei einem Ticketvermittler kauft, kann den Kaufvertrag nicht innerhalb von 14 Tagen widerrufen. Dies hat der Europäische Gerichtshof entschieden. 
Geklagt hatte eine Frau, die bei der Ticket-Plattform CTS Eventim eine Konzertkarte für ein Peter Maffay-Konzert gekauft hatte. Das Konzert sollte im März 2020 stattfinden, wurde aufgrund der Corona-Pandemie aber abgesagt. Da sich die Käuferin mit einem Gutschein von Eventim nicht zufrieden geben wollte, verlangte sie ihr Geld zurück. Sie war der Ansicht, dass sie den Kaufvertrag widerrufen könne, und klagte vor dem Amtsgericht Bremen. 

09.06.2021 Dürfen Tickethändler Vorverkaufsgebühren für Corona-bedingt abgesagte Konzerte behalten? 
Da es um europäisches Recht ging, legte das Gericht den Fall dem EuGH vor. Dieser hat nun klargestellt: Wenn ein Verbraucher ein Ticket bei einem Vermittler wie Eventim online kauft, kann er es nicht innerhalb von 14 Tagen zurückgeben und sich dafür den Kaufpreis erstatten lassen. Entscheidend ist demnach, dass das wirtschaftliche Risiko auch dann beim Veranstalter liegt, wenn ein Ticket-Vermittler zwischengeschaltet ist. 
Ein Ticket, das online direkt beim Veranstalter gekauft wurde, kann ebenfalls nicht innerhalb von 14 Tagen gegen Geld zurückgegeben werden. Grund dafür ist, dass der Gesetzgeber den Veranstalter schützen möchte, da dieser das Planungsrisiko für Veranstaltungen trägt. Bestimmte Plätze könnten eventuell nicht mehr anderweitig vergeben werden. 
Seit Anfang des Jahres gilt bei Veranstaltungstickets eine neue Rechtslage. Im Zuge der Corona-Pandemie hatte der Gesetzgeber eine sogenannte ""Gutscheinlösung"" eingeführt, um der schwer gebeutelten Kulturbranche unter die Arme zu greifen. Wurden Konzerte abgesagt, mussten Veranstalter das Geld für Tickets zunächst nicht zurückzahlen, sondern konnten den Käufern Wertgutscheine ausstellen. 

31.03.2022  
Wenn Verbraucher die Gutscheine nicht eingelöst haben, können sie sie seit Anfang des Jahres zurückgeben und sich den Wert erstatten lassen. Die Verbraucherzentralen haben dafür Musterbriefe erstellt. (Aktenzeichen C-96/21) Über dieses Thema berichtete MDR Aktuell am 31. März 2022 um 13:12 Uhr."
