HEAD;SUBHEAD;TEXT
Mutmaßlicher Täter von Saarlouis gefasst;Vorwurf Mord und Mordversuch an 20 weiteren Menschen ;"Bei einem Brandanschlag in einer Asylbewerberunterkunft in Saarlouis im Jahr 1991 starb ein Mann, zwei Menschen wurden verletzt. Nun wurde der mutmaßliche Täter gefasst. 
Mehr als 30 Jahre nach dem Brandanschlag auf eine Asylbewerberunterkunft in Saarlouis mit einem Toten und zwei Verletzten hat die Polizei den mutmaßlichen Täter gefasst. Die Festnahme erfolgte kurz vor sieben durch Spezialkräfte der Polizei des Saarlandes im Auftrag der Bundesanwaltschaft. Die Ermittlungen hatte der Generalbundesanwalt schon vor einiger Zeit wegen der besonderen Bedeutung der Tat an sich gezogen. 
Dem Beschuldigten wird der Mord an Samuel Kofi Yeboah aus Ghana und Mordversuch an 20 weiteren Menschen im Jahr 1991 vorgeworfen. Er soll im September 1991 Feuer in einer Flüchtlingsunterkunft in Saarlouis gelegt haben, aus rechtsextremistischer Überzeugung und Ausländerhass. Über die Ermittlungen gegen den Mann war schon vor Monaten berichtet worden, eine Festnahme war bislang jedoch noch nicht erfolgt. 

04.04.2022 Die Bundesanwaltschaft hat einen Tatverdächtigen im Fall Yeboah verhaftet. 
In mühevoller Kleinarbeit konnte der Tatverdacht jedoch weiter erhärtet werden, heißt es aus Ermittlungskreisen. Der Beschuldigte wird nun dem Ermittlungsrichter des Bundesgerichtshofs in Karlsruhe vorgeführt, der über den Haftbefehl entscheidet. Über dieses Thema berichtete Deutschlandfunk am 04. April 2022 um 09:00 Uhr."
